facility_name,facility_id,npi,city_town,state,zip_code,year,asc_9_rate,asc_9_footnote,asc_11_rate,asc_11_footnote,asc_12_total_cases,asc_12_performance_category,asc_12_rshv_rate,asc_12_interval_lower_limit,asc_12_interval_upper_limit,asc_12_footnote,asc_13_rate,asc_13_footnote,asc_14_rate,asc_14_footnote,asc_17_total_cases,asc_17_performance_category,asc_17_rshv_rate,asc_17_interval_lower_limit,asc_17_interval_upper_limit,asc_17_footnote,asc_18_total_cases,asc_18_performance_category,asc_18_rshv_rate,asc_18_interval_lower_limit,asc_18_interval_upper_limit,asc_18_footnote,asc_20_sample,asc_20_rate,asc_20_footnote
UNICARE SURGERY CENTER A MEDICAL CORPORATION,05C0002108,1528473030,ANAHEIM,CA,92801,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
SUN SURGERY CENTER HUNTINGTON,05C0002195,1528572815,HUNTINGTON BEACH,CA,92647,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
SUN SURGERY CENTER HUNTINGTON,05C0002195,1528572815,HUNTINGTON BEACH,CA,92647,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
MAGNOLIA SURGERY CENTER,05C0001505,1538159397,WESTMINSTER,CA,92683,2022,95.24,,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,1,0.15,,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
MAGNOLIA SURGERY CENTER,05C0001505,1538159397,WESTMINSTER,CA,92683,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,84,97.6,
MED LASER SURGICAL CENTER,05C0001630,1538178256,MONTEBELLO,CA,90640,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,0.1,,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
MED LASER SURGICAL CENTER,05C0001630,1538178256,MONTEBELLO,CA,90640,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,38,97.4,
GOLDEN GATE ENDOSCOPY CENTER LLC,05C0001784,1538240866,SAN FRANCISCO,CA,94118,2022,69.46,,NA,5,2230,No Different Than the National Rate,10,7.6,13.1,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
GOLDEN GATE ENDOSCOPY CENTER LLC,05C0001784,1538240866,SAN FRANCISCO,CA,94118,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,55,100,
PHYSICIANS SURGERY CENTER OF MODESTO INC DBA RIVER SURGICAL INSTITUTE,05C0001820,1538280284,MODESTO,CA,95350,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,96.97,,NA,5,106,No Different Than the National Rate,2.3,1.5,3.6,,NA,NA,NA,NA,NA,5,NA,NA,5
PHYSICIANS SURGERY CENTER OF MODESTO INC DBA RIVER SURGICAL INSTITUTE,05C0001820,1538280284,MODESTO,CA,95350,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,77,81.8,
PENINSULA PROCEDURE CENTER LP,05C0001819,1538293360,REDWOOD CITY,CA,94063,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
PENINSULA PROCEDURE CENTER LP,05C0001819,1538293360,REDWOOD CITY,CA,94063,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,19,87.4,
PHYSICIANS SURGERY CENTER OF DOWNEY INC,05C0001907,1538316278,DOWNEY,CA,90241,2022,53.31,,NA,5,152,No Different Than the National Rate,10.6,7.6,15,,97.74,,0.32,,NA,Number of Cases Too Small,NA,NA,NA,1,37,No Different Than the National Rate,4.9,3,7.9,,NA,NA,5
PHYSICIANS SURGERY CENTER OF DOWNEY INC,05C0001907,1538316278,DOWNEY,CA,90241,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,80,78.8,
HERNDON SURGERY CENTER FRESNO CA MULTI ASC,05C0001841,1538403670,FRESNO,CA,93720,2022,0.43,,NA,5,207,No Different Than the National Rate,10.3,7.4,14.3,,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
HERNDON SURGERY CENTER FRESNO CA MULTI ASC,05C0001841,1538403670,FRESNO,CA,93720,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
BRAND TARZANA SURGICAL INSTITUTE INC,05C0001986,1538451760,TARZANA,CA,91356,2022,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,5
BRAND TARZANA SURGICAL INSTITUTE INC,05C0001986,1538451760,TARZANA,CA,91356,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
BAKERSFIELD SPECIALISTS SURGICAL CENTER LLC,05C0002103,1538549852,BAKERSFIELD,CA,93306,2022,10.38,,NA,5,NA,NA,NA,NA,NA,7,100,,0.45,,NA,Number of Cases Too Small,NA,NA,NA,1,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,5
BAKERSFIELD SPECIALISTS SURGICAL CENTER LLC,05C0002103,1538549852,BAKERSFIELD,CA,93306,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
CUTTING EDGE SURGERY CENTER LLC,05C0002116,1538569207,TORRANCE,CA,90505,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,34,No Different Than the National Rate,2,1.3,3.2,,NA,NA,NA,NA,NA,5,NA,NA,5
CUTTING EDGE SURGERY CENTER LLC,05C0002116,1538569207,TORRANCE,CA,90505,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
EVERGREEN SURGERY CENTER LLC,05C0002183,1538618368,SAN JOSE,CA,95122,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
EVERGREEN SURGERY CENTER LLC,05C0002183,1538618368,SAN JOSE,CA,95122,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
FOLSOM SIERRA ENDOSCOPY CENTER,05C0001548,1538664339,FOLSOM,CA,95630,2022,99.22,,NA,5,2419,No Different Than the National Rate,10.6,8.3,13.7,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
FOLSOM SIERRA ENDOSCOPY CENTER,05C0001548,1538664339,FOLSOM,CA,95630,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,50,98,
ARTHROSCOPIC AND LASER SURGERY CENTER OF SAN DIEGO LP,05C0001400,1548226442,SAN DIEGO,CA,92123,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,47,No Different Than the National Rate,2,1.3,3.2,,NA,NA,NA,NA,NA,5,NA,NA,5
ARTHROSCOPIC AND LASER SURGERY CENTER OF SAN DIEGO LP,05C0001400,1548226442,SAN DIEGO,CA,92123,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
STOCKDALE SURGERY CENTER LLC,05C0001940,1548403744,BAKERSFIELD,CA,93311,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,100,,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
STOCKDALE SURGERY CENTER LLC,05C0001940,1548403744,BAKERSFIELD,CA,93311,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,15,100,
STEVENSON SURGERY CENTER,05C0001984,1548551377,FREMONT,CA,94538,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
STEVENSON SURGERY CENTER,05C0001984,1548551377,FREMONT,CA,94538,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
MID PENINSULA ENDOSCOPY,05C0001370,1548583651,BURLINGAME,CA,94010,2022,91.62,,NA,5,2345,No Different Than the National Rate,10.4,8,13.4,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
MID PENINSULA ENDOSCOPY,05C0001370,1548583651,BURLINGAME,CA,94010,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,36,100,
KINETIX SURGERY CENTER INC,05C0002041,1548609472,SHERMAN OAKS,CA,91411,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
KINETIX SURGERY CENTER INC,05C0002041,1548609472,SHERMAN OAKS,CA,91411,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
SAS SURGERY CENTER LLC,05C0002076,1548674138,TORRANCE,CA,90505,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
SAS SURGERY CENTER LLC,05C0002076,1548674138,TORRANCE,CA,90505,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
NEWPORT BEACH ORANGE COAST ENDOSCOPY,05C0001309,1558328096,NEWPORT BEACH,CA,92663,2022,100,,NA,5,2350,No Different Than the National Rate,9.1,7,11.7,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
NEWPORT BEACH ORANGE COAST ENDOSCOPY,05C0001309,1558328096,NEWPORT BEACH,CA,92663,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,41,87.7,
PREMIER SURGERY CENTER,05C0001610,1558339424,CONCORD,CA,94520,2022,100,,NA,5,534,No Different Than the National Rate,12,8.8,16.2,,100,,0,,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
PREMIER SURGERY CENTER,05C0001610,1558339424,CONCORD,CA,94520,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,126,100,
SAN GABRIEL VALLEY SURGICAL CENTER LP,05C0001006,1558401299,WEST COVINA,CA,91790,2022,45.83,,NA,5,108,No Different Than the National Rate,10.6,7.6,14.7,,100,,0.32,,33,No Different Than the National Rate,2.3,1.5,3.4,,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,5
SAN GABRIEL VALLEY SURGICAL CENTER LP,05C0001006,1558401299,WEST COVINA,CA,91790,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,31,96.8,
SONORA EYE SURGERY CTR,55C0001077,1558497263,SONORA,CA,95370,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,0.17,,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
SONORA EYE SURGERY CTR,55C0001077,1558497263,SONORA,CA,95370,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,38,24.8,
OPHTHALMOLOGY MEDICAL CENTER,55C0001020,1558511881,MISSION VIEJO,CA,92691,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,0,,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
OPHTHALMOLOGY MEDICAL CENTER,55C0001020,1558511881,MISSION VIEJO,CA,92691,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,9,NA,1
CALIFORNIA COLON AND RECTAL CANCER SCREENING CENTER LLC,05C0001958,1558672626,FRESNO,CA,93720,2022,86.67,,NA,5,325,No Different Than the National Rate,10.4,7.5,14.3,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
CALIFORNIA COLON AND RECTAL CANCER SCREENING CENTER LLC,05C0001958,1558672626,FRESNO,CA,93720,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,37,94.6,
SOURCE SURGERY CENTER LLC,05C0002218,1558802249,SANTA MONICA,CA,90403,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
SOURCE SURGERY CENTER LLC,05C0002218,1558802249,SANTA MONICA,CA,90403,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
COVE SURGERY CENTER,05C0002156,1558807263,TORRANCE,CA,90505,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,99.28,,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
COVE SURGERY CENTER,05C0002156,1558807263,TORRANCE,CA,90505,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
BROADWAY LASER SURGICAL INSTITUTE INC,05C0002234,1558853234,GLENDALE,CA,91205,2022,NA,5,100,,52,No Different Than the National Rate,10.3,7.5,14.6,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
BROADWAY LASER SURGICAL INSTITUTE INC,05C0002234,1558853234,GLENDALE,CA,91205,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
BEVERLY HILLS MULTISPECIALTY SURGICAL CENTER LLC,05C0002171,1558885541,BEVERLY HILLS,CA,90211,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
BEVERLY HILLS MULTISPECIALTY SURGICAL CENTER LLC,05C0002171,1558885541,BEVERLY HILLS,CA,90211,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,56,96.4,
ANTELOPE VALLEY SURGICAL INSTITUTE LLC,05C0001718,1568532737,LANCASTER,CA,93536,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,176,No Different Than the National Rate,5.5,3.7,7.7,,NA,NA,5
ANTELOPE VALLEY SURGICAL INSTITUTE LLC,05C0001718,1568532737,LANCASTER,CA,93536,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
SURGERY CENTER OF CALIFORNIA,05C0002181,1568814010,CHULA VISTA,CA,91911,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,100,,0.78,,NA,NA,NA,NA,NA,7,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,5
SURGERY CENTER OF CALIFORNIA,05C0002181,1568814010,CHULA VISTA,CA,91911,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,33,89.8,
SUTTER BAY MEDICAL FOUNDATION DBA SURGERY CENTER LOS ALTOS,05C0002141,1568851327,LOS ALTOS,CA,94024,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,98.15,,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
SUTTER BAY MEDICAL FOUNDATION DBA SURGERY CENTER LOS ALTOS,05C0002141,1568851327,LOS ALTOS,CA,94024,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,75,100,
SADDLEBACK PAIN AND SURGICAL CENTER,05C0001881,1578160636,LAGUNA HILLS,CA,92653,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
SADDLEBACK PAIN AND SURGICAL CENTER,05C0001881,1578160636,LAGUNA HILLS,CA,92653,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,6,NA,1
TRUXTUN SURGERY CENTER INC,05C0001357,1578505079,BAKERSFIELD,CA,93309,2022,NA,5,NA,5,2635,No Different Than the National Rate,10.1,7.8,13.1,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
TRUXTUN SURGERY CENTER INC,05C0001357,1578505079,BAKERSFIELD,CA,93309,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
IRVINE ENDOSCOPY AND SURGICAL INSTITUTE DBA UNITED SURGERY CENTER IRVINE,05C0001683,1578652152,IRVINE,CA,92618,2022,5.61,,NA,5,542,No Different Than the National Rate,11.2,8.2,15.2,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
IRVINE ENDOSCOPY AND SURGICAL INSTITUTE DBA UNITED SURGERY CENTER IRVINE,05C0001683,1578652152,IRVINE,CA,92618,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,35,94.1,
CENTER FOR SPECIALIZED SURGERY,05C0002049,1588092605,SANTA BARBARA,CA,93105,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,95.17,,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
CENTER FOR SPECIALIZED SURGERY,05C0002049,1588092605,SANTA BARBARA,CA,93105,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,46,100,
MIRAGE ENDOSCOPY CENTER LP,05C0001594,1588668503,RANCHO MIRAGE,CA,92270,2022,100,,NA,5,5459,Better Than the National Rate,8.2,6.7,10.1,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
MIRAGE ENDOSCOPY CENTER LP,05C0001594,1588668503,RANCHO MIRAGE,CA,92270,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,44,100,
SPECIALTY SURGICAL CENTER OF ENCINO,05C0001531,1588679179,ENCINO,CA,91436,2022,100,,NA,5,1031,No Different Than the National Rate,12.1,9.1,16,,95.55,,NA,5,146,No Different Than the National Rate,2.4,1.6,3.7,,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,5
SPECIALTY SURGICAL CENTER OF ENCINO,05C0001531,1588679179,ENCINO,CA,91436,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,104,92.9,
FOOTHILL GATEWAY SURGERY CENTER,05C0001686,1588709489,LAKE FOREST,CA,92630,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
FOOTHILL GATEWAY SURGERY CENTER,05C0001686,1588709489,LAKE FOREST,CA,92630,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
NATIONAL AMBULATORY SURGERY CENTER LLC,05C0001148,1588745921,LOS GATOS,CA,95032,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
NATIONAL AMBULATORY SURGERY CENTER LLC,05C0001148,1588745921,LOS GATOS,CA,95032,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,77,94.8,
SERRA COMMUNITY MEDICAL CLINIC INC,05C0001546,1588787790,SUN VALLEY,CA,91352,2022,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
SERRA COMMUNITY MEDICAL CLINIC INC,05C0001546,1588787790,SUN VALLEY,CA,91352,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
BRIGGSMORE SPECIALTY CENTER,05C0001133,1588803373,MODESTO,CA,95355,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
BRIGGSMORE SPECIALTY CENTER,05C0001133,1588803373,MODESTO,CA,95355,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,23,98.4,
PACIFIC ENDO SURGICAL CENTER LP,05C0001558,1588867030,TORRANCE,CA,90505,2022,85.42,,NA,5,1277,No Different Than the National Rate,9,6.7,11.9,,100,,NA,5,NA,NA,NA,NA,NA,5,333,No Different Than the National Rate,4.6,3.2,6.5,,NA,NA,5
PACIFIC ENDO SURGICAL CENTER LP,05C0001558,1588867030,TORRANCE,CA,90505,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,56,98.2,
AESTHETX SURGERY CENTER,05C0002180,1598282196,CAMPBELL,CA,95008,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
AESTHETX SURGERY CENTER,05C0002180,1598282196,CAMPBELL,CA,95008,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,32,100,
CALIFORNIA EYE CLINIC,05C0001085,1598809758,ANTIOCH,CA,94509,2022,NA,5,63.9,,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
CALIFORNIA EYE CLINIC,05C0001085,1598809758,ANTIOCH,CA,94509,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
ENDOSCOPY CENTER OF SAN JOSE,05C0001553,1598815110,SAN JOSE,CA,95128,2022,NA,5,NA,5,196,No Different Than the National Rate,10.3,7.4,14.4,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
ENDOSCOPY CENTER OF SAN JOSE,05C0001553,1598815110,SAN JOSE,CA,95128,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
POWAY SURGERY CENTER,05C0001583,1598949281,POWAY,CA,92064,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,100,,NA,5,137,No Different Than the National Rate,2.4,1.6,3.6,,NA,NA,NA,NA,NA,5,NA,NA,5
POWAY SURGERY CENTER,05C0001583,1598949281,POWAY,CA,92064,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,35,95.3,
UCSD AMBULATORY SURGERY CENTER LLC,05C0001207,1609056290,SAN DIEGO,CA,92122,2022,98,,NA,5,92,No Different Than the National Rate,11,7.8,15.5,,100,,NA,5,177,No Different Than the National Rate,2,1.3,2.9,,NA,NA,NA,NA,NA,5,NA,NA,5
UCSD AMBULATORY SURGERY CENTER LLC,05C0001207,1609056290,SAN DIEGO,CA,92122,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,124,96.8,
TOURNEY PLAZA SURGICAL CENTER,05C0001943,1609103399,VALENCIA,CA,91355,2022,60,,98.75,,221,No Different Than the National Rate,10.8,7.8,15,,NA,5,0.25,,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
TOURNEY PLAZA SURGICAL CENTER,05C0001943,1609103399,VALENCIA,CA,91355,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,26,92.3,
TOWER WOUND CARE CENTER OF SANTA MONICA INC,05C0001132,1609104900,SANTA MONICA,CA,90404,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
